"campaignid","sample","broad.ascidians","broad.bryozoa","broad.consolidated","broad.crinoids","broad.hydroids","broad.invertebrate.complex","broad.macroalgae","broad.octocoral.black","broad.reef","broad.seagrasses","broad.sponges","broad.stony.corals","broad.total.points.annotated","broad.true.anemones","broad.unconsolidated","fov.facing.up","fov.limited","fov.open","mean.relief","method","sd.relief","planned.or.exploratory","latitude","longitude","date","time","location","site","depth","successful.count","successful.length","commonwealth.zone","state.zone","status"
"2020-10_south-west_BOSS","235REDO",0,0,0,0,0,0,11,0,11,0,0,0,80,0,69,0,0,80,0.931034482758621,"BOSS",0.255608593705383,NA,-34.0912,114.9364,"20201031","09:17:31","South-west","BOSS70",44.3,"",NA,NA,"Cape Freycinet Sanctuary Zone","No-take"
"2020-10_south-west_BOSS","239",0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,4,76,0.945454545454545,"BOSS",0.229183883650776,NA,-34.0912,114.9314,"20201031","09:25:33","South-west","BOSS71",45.3,"",NA,NA,"Cape Freycinet Sanctuary Zone","No-take"
"2020-10_south-west_BOSS","91",0,0,15,0,0,0,45,0,63,0,3,0,80,0,17,0,0,80,2.06666666666667,"BOSS",0.516397779494322,NA,-34.0937,114.8939,"20201031","09:43:27","South-west","BOSS72",42.7,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","80",0,0,18,0,0,0,39,0,68,9,2,0,77,0,9,0,0,79,2.46666666666667,"BOSS",0.535729082389144,NA,-34.0937,114.8889,"20201031","09:51:03","South-west","BOSS73",43.1,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","81",0,0,11,0,0,0,39,0,68,15,3,0,74,0,6,0,1,79,2.26229508196721,"BOSS",0.574503824886087,NA,-34.0987,114.8914,"20201031","09:59:33","South-west","BOSS74",43.3,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","92",0,0,20,0,0,0,36,0,62,6,0,0,80,0,18,0,0,80,2.08333333333333,"BOSS",0.645497224367903,NA,-34.0987,114.8864,"20201031","10:07:45","South-west","BOSS75",41.3,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","210",0,0,13,0,0,0,37,0,70,15,5,0,79,0,9,0,0,80,2.36666666666667,"BOSS",0.485961101416971,NA,-34.0912,114.8739,"20201031","10:19:54","South-west","BOSS76",43.9,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","336",0,0,19,0,0,0,45,0,69,3,2,0,80,0,11,0,0,80,2.25,"BOSS",0.50840394989731,NA,-34.0924,114.8664,"20201031","10:28:58","South-west","BOSS77",43.1,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","195",0,0,14,0,0,0,47,0,74,10,3,0,76,0,2,0,1,79,2.2258064516129,"BOSS",0.421525521414298,NA,-34.0937,114.8589,"20201031","10:37:50","South-west","BOSS78",44.4,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","199",0,0,19,0,0,0,46,0,71,4,2,0,77,0,6,0,0,80,2.15254237288136,"BOSS",0.362632107772293,NA,-34.0862,114.8614,"20201031","10:47:22","South-west","BOSS79",42.7,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","16",0,0,15,0,0,0,35,0,65,4,11,0,72,0,7,0,0,80,2.30769230769231,"BOSS",0.556862778291164,NA,-34.0737,114.8689,"20201031","11:16:16","South-west","BOSS80",41.4,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","17",0,0,0,0,0,0,70,0,74,2,2,0,78,0,4,0,0,80,2.36842105263158,"BOSS",0.486664263392288,NA,-34.0637,114.8764,"20201031","11:26:32","South-west","BOSS81",41,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","34",0,0,16,0,0,0,46,0,72,10,0,0,79,0,7,0,0,80,2.28333333333333,"BOSS",0.454419602505485,NA,-34.0612,114.8714,"20201031","11:34:38","South-west","BOSS82",41.4,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","15",0,0,10,0,0,0,44,0,71,15,2,0,79,0,8,0,0,80,2.33898305084746,"BOSS",0.544887507894517,NA,-34.0612,114.8664,"20201031","11:42:46","South-west","BOSS83",41.6,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","223",0,0,18,0,0,0,12,0,45,8,7,0,78,0,33,0,0,80,2.0625,"BOSS",0.663683803084112,NA,-34.0712,114.8464,"20201031","11:58:00","South-west","BOSS84",44.2,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","225",0,0,14,0,1,0,55,0,71,0,1,0,80,0,9,0,0,80,2.06349206349206,"BOSS",0.245804529802605,NA,-34.0712,114.8339,"20201031","12:09:16","South-west","BOSS85",45.2,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","222",0,0,48,0,0,0,22,0,74,0,4,0,78,0,4,0,0,80,1.921875,"BOSS",0.599065078479766,NA,-34.0662,114.8314,"20201031","12:18:32","South-west","BOSS86",46.9,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","C03.1",0,0,6,0,0,0,46,0,61,0,9,0,61,0,0,0,18,62,2.9375,"BOSS",0.639320075337979,NA,-34.066438,114.83978,"20201031","12:28:05","South-west","BOSS87",42.4,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","C03.2",0,0,15,0,0,0,35,0,61,0,11,0,61,0,0,0,15,65,3.26666666666667,"BOSS",1.00619549717293,NA,-34.066438,114.83978,"20201031","12:35:55","South-west","BOSS88",43.4,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","226",0,0,14,0,0,0,44,0,64,4,2,0,74,0,10,0,0,80,2.484375,"BOSS",0.590726953281576,NA,-34.0637,114.8439,"20201031","12:43:58","South-west","BOSS89",44,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","224",0,0,31,0,0,0,23,0,58,3,1,0,80,0,22,0,0,80,1.69491525423729,"BOSS",0.500146092041101,NA,-34.0612,114.8389,"20201031","12:53:00","South-west","BOSS90",44.9,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","220",0,0,10,0,0,0,62,0,72,0,0,0,78,0,6,0,0,80,2.43333333333333,"BOSS",0.499717434280908,NA,-34.0562,114.8439,"20201031","13:01:48","South-west","BOSS91",43.9,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","353",0,0,0,0,0,0,78,0,78,0,0,0,79,0,1,0,0,80,2.71666666666667,"BOSS",0.454419602505485,NA,-34.0544,114.8391,"20201031","13:11:00","South-west","BOSS92",45,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","201",0,0,28,0,0,0,21,0,51,0,2,0,80,0,29,0,0,80,1.16666666666667,"BOSS",0.375823014001414,NA,-34.0562,114.8339,"20201031","13:19:40","South-west","BOSS93",46.3,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","72",0,0,7,0,0,0,49,0,67,9,2,0,80,0,13,0,0,80,2.24590163934426,"BOSS",0.434194184857345,NA,-34.0362,114.8464,"20201031","13:36:24","South-west","BOSS94",43.3,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","75",0,0,14,0,0,4,30,0,65,14,3,0,80,0,15,0,0,80,2.51666666666667,"BOSS",0.536519437993287,NA,-34.0337,114.8539,"20201031","13:45:35","South-west","BOSS95",42.6,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","74",0,0,28,0,0,0,26,0,74,15,5,0,80,0,6,0,0,80,2.31666666666667,"BOSS",0.724666297641786,NA,-34.0287,114.8514,"20201031","13:55:30","South-west","BOSS96",43.2,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","73",0,0,7,0,0,0,37,0,69,24,1,0,73,0,4,0,0,80,2.6,"BOSS",0.527224906178488,NA,-34.0287,114.8589,"20201031","14:03:39","South-west","BOSS97",42.2,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","264",0,0,38,0,0,0,13,0,64,7,6,0,78,0,14,0,0,80,1.47457627118644,"BOSS",0.503639587998848,NA,-34.0187,114.8739,"20201031","14:24:30","South-west","BOSS98",42.4,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","66",0,0,14,0,0,0,37,0,66,15,0,0,72,0,6,0,0,80,2.48333333333333,"BOSS",0.503939284299098,NA,-34.0162,114.8814,"20201031","14:33:06","South-west","BOSS99",42.5,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","339",0,2,2,0,0,2,27,0,68,11,19,5,68,0,0,0,0,80,2.84745762711864,"BOSS",0.362632107772293,NA,-34.0146,114.8785,"20201031","14:40:57","South-west","BOSS100",42.1,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","262",0,0,13,0,0,0,43,0,63,5,2,0,71,0,8,0,0,80,2.10169491525424,"BOSS",0.304841126187198,NA,-34.0137,114.8739,"20201031","14:48:37","South-west","BOSS101",42.1,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","263",0,0,10,0,0,0,45,0,77,20,2,0,79,0,2,0,0,80,2.33333333333333,"BOSS",0.475382688541528,NA,-34.0087,114.8789,"20201031","14:57:46","South-west","BOSS102",42.6,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","278",0,0,0,0,0,4,0,0,5,0,1,0,79,0,74,0,0,80,0.905660377358491,"BOSS",0.295097828850303,NA,-34.1112,114.6389,"20201104","07:43","South-west","BOSS103",140,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","40",0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,80,0.690909090909091,"BOSS",0.466377977083414,NA,-34.1037,114.7139,"20201104","10:31:33","South-west","BOSS104",130,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","36",0,0,1,0,0,0,0,0,1,0,0,0,79,0,78,0,0,80,0.466666666666667,"BOSS",0.503097748586463,NA,-34.1037,114.7189,"20201104","10:42:42","South-west","BOSS105",129,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","37",0,0,0,0,0,1,0,0,1,0,0,0,80,0,79,0,0,80,0.55,"BOSS",0.501692052213544,NA,-34.1087,114.7189,"20201104","10:54:04","South-west","BOSS106",129,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","308",0,0,0,0,0,2,0,0,2,0,0,0,80,0,78,0,0,80,0.862068965517241,"BOSS",0.347839238026982,NA,-34.1112,114.7289,"20201104","11:08:18","South-west","BOSS107",125,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","333",0,0,2,0,1,3,0,0,8,0,2,0,80,0,72,0,0,80,1.41666666666667,"BOSS",0.618682763281733,NA,-34.113,114.7251,"20201104","11:20:14","South-west","BOSS108",125,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","307",0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,80,0.653061224489796,"BOSS",0.48092880658867,NA,-34.1187,114.7264,"20201104","12:18:00","South-west","BOSS109",119,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","95",0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,80,0.02,"BOSS",0.14142135623731,NA,-34.1262,114.7339,"20201104","12:33:38","South-west","BOSS110",127,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","98",0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,80,0.60377358490566,"BOSS",0.493793114632085,NA,-34.1337,114.7314,"20201104","12:50:15","South-west","BOSS111",128,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","110",0,0,0,0,0,0,0,0,1,0,1,0,80,0,79,0,0,80,0.37037037037037,"BOSS",0.487438290097003,NA,-34.1412,114.7289,"20201104","13:03:23","South-west","BOSS112",129,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","96",0,0,0,0,0,1,0,0,1,0,0,0,77,0,76,0,0,80,0.368421052631579,"BOSS",0.586502312362036,NA,-34.1362,114.7364,"20201104","13:16:25","South-west","BOSS113",126,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","377",0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,80,1,"BOSS",0,NA,-34.1387,114.7589,"20201104","13:36:50","South-west","BOSS114",115,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","59",0,0,0,0,0,0,0,0,0,0,0,0,74,0,74,0,0,80,1,"BOSS",0,NA,-34.1412,114.7664,"20201104","13:49:33","South-west","BOSS115",110,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","58",0,0,0,0,0,0,0,0,0,0,0,0,77,0,77,0,0,80,1.05084745762712,"BOSS",0.221571877771722,NA,-34.1362,114.7739,"20201104","14:02:50","South-west","BOSS116",94.3,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","62",0,0,0,0,0,1,0,0,1,0,0,0,75,0,74,0,0,80,1,"BOSS",0.181071492085037,NA,-34.1337,114.7664,"20201104","14:13:05","South-west","BOSS117",108,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","297",0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0,0,80,1,"BOSS",0,NA,-34.1062,114.7489,"20201104","14:33:05","South-west","BOSS118",115,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","295",0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,80,0.574074074074074,"BOSS",0.499125720611092,NA,-34.1037,114.7539,"20201104","14:43:23","South-west","BOSS119",112,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","331",0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,80,1,"BOSS",0,NA,-34.0984,114.7501,"20201104","14:53:29","South-west","BOSS120",111,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","313",0,0,0,0,0,0,0,0,1,0,1,0,76,0,75,0,0,80,1,"BOSS",0,NA,-34.0962,114.7564,"20201104","15:04","South-west","BOSS121",105,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","282",0,0,0,0,1,4,0,0,5,0,0,0,76,0,71,0,0,80,0.964912280701754,"BOSS",0.264906471413009,NA,-34.1462,114.5439,"20201107","06:52:16","South-west","BOSS122",147,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","265",0,0,0,0,0,11,0,0,18,0,7,0,79,0,61,0,0,80,1.05,"BOSS",0.428833656660419,NA,-34.1487,114.5364,"20201107","07:07:03","South-west","BOSS123",148,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","340",0,0,0,0,1,6,0,0,17,0,10,0,72,0,55,0,0,80,1.16071428571429,"BOSS",0.496415724396973,NA,-34.143,114.5378,"20201107","07:21:23","South-west","BOSS124",148,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","281",0,0,0,0,1,5,0,0,12,0,6,0,72,0,60,0,0,80,1.03571428571429,"BOSS",0.267261241912424,NA,-34.1387,114.5414,"20201107","07:34:00","South-west","BOSS125",147,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","283",0,0,0,0,0,7,0,0,10,0,3,0,79,0,69,0,0,80,0.933333333333333,"BOSS",0.482460735792998,NA,-34.1387,114.5364,"20201107","07:44:40","South-west","BOSS126",149,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","342",0,0,10,0,0,18,0,0,50,0,22,0,53,0,3,0,0,80,2.08,"BOSS",0.751596939312338,NA,-34.0958,114.4752,"20201107","08:22:30","South-west","BOSS127",229,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","288",0,0,0,0,0,0,0,0,3,0,3,0,67,0,64,0,0,80,0.644444444444444,"BOSS",0.484090316308263,NA,-34.0912,114.4814,"20201107","08:39:29","South-west","BOSS128",201,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","274",0,1,0,0,0,4,0,0,8,0,3,0,57,0,49,0,7,73,1,"BOSS",0,NA,-34.0912,114.4764,"20201107","08:51:59","South-west","BOSS129",218,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","286",0,0,0,0,0,1,0,0,2,0,1,0,63,0,61,0,0,80,0.666666666666667,"BOSS",0.476731294622796,NA,-34.0787,114.4789,"20201107","09:13:10","South-west","BOSS131",203,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","285",0,1,0,0,0,10,0,0,23,0,12,0,64,0,41,0,0,80,1.18,"BOSS",0.388087934491604,NA,-34.0737,114.4764,"20201107","09:26:10","South-west","BOSS132",215,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","341",0,0,0,0,0,14,0,1,47,0,32,0,64,0,17,0,0,80,1.92452830188679,"BOSS",0.266678761215811,NA,-34.0725,114.4776,"20201107","09:39:17","South-west","BOSS133",215,"",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","284",0,0,0,0,0,0,0,0,4,0,4,0,42,0,38,0,4,76,1,"BOSS",0,NA,-34.0662,114.4764,"20201107","10:33:35","South-west","BOSS134",230,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","321",0,1,0,0,0,1,0,0,5,0,3,0,53,0,48,0,0,80,0.894736842105263,"BOSS",0.311011747775905,NA,-34.0482,114.4681,"20201107","10:54:39","South-west","BOSS135",242,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","358",0,0,0,0,0,0,0,0,2,0,2,0,57,0,55,0,0,80,0.708333333333333,"BOSS",0.459339643185104,NA,-34.0462,114.4764,"20201107","11:08:35","South-west","BOSS136",213,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","360",0,0,0,0,0,0,0,0,0,0,0,0,56,0,56,0,0,80,0.0612244897959184,"BOSS",0.242226070825902,NA,-34.0437,114.4714,"20201107","11:22:49","South-west","BOSS137",255,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","248",0,0,0,0,0,1,0,0,10,0,9,0,48,0,38,0,0,80,1.2,"BOSS",0.571428571428571,NA,-34.0362,114.4889,"20201107","11:36","South-west","BOSS138",154,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","135",0,0,0,0,5,4,0,0,15,0,6,0,51,0,36,0,0,80,1.47169811320755,"BOSS",0.638621519816937,NA,-34.0337,114.4839,"20201107","11:51:47","South-west","BOSS139",170,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","247",0,0,0,0,1,3,0,0,11,0,7,0,51,0,40,0,0,80,1.17307692307692,"BOSS",0.648411447872046,NA,-34.0337,114.4789,"20201107","12:03:22","South-west","BOSS140",197,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","136",0,1,1,0,0,7,0,0,20,0,11,0,59,0,39,0,0,80,1.51724137931034,"BOSS",0.842747788754557,NA,-34.0287,114.4789,"20201107","12:16:17","South-west","BOSS141",180,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","76",0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,0,80,0.222222222222222,"BOSS",0.420437482591261,NA,-34.0237,114.4689,"20201107","12:33:47","South-west","BOSS142",233,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","78",0,0,0,0,0,3,0,0,4,0,1,0,60,0,56,0,0,80,0.9375,"BOSS",0.244623027395041,NA,-34.0162,114.4689,"20201107","12:49:14","South-west","BOSS143",219,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","63",0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,80,0.96078431372549,"BOSS",0.344138594971589,NA,-34.0112,114.4739,"20201107","13:02:42","South-west","BOSS144",203,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","77",0,0,0,0,0,0,0,0,2,0,2,0,66,0,64,0,0,80,0.454545454545455,"BOSS",0.503686200509315,NA,-34.0112,114.4664,"20201107","13:16:24","South-west","BOSS145",221,"Yes",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","347",0,0,0,0,0,3,0,0,4,0,1,0,69,0,65,0,0,80,0.934426229508197,"BOSS",0.249589827451387,NA,-34.0287,114.5414,"20201107","13:44:04","South-west","BOSS146",146,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","322",0,0,0,0,2,0,0,0,6,0,4,0,60,0,54,0,0,80,0.789473684210526,"BOSS",0.452644692938195,NA,-34.0327,114.5439,"20201107","13:56:13","South-west","BOSS147",145,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","346",0,0,0,0,4,1,0,0,7,0,2,0,64,0,57,0,0,80,0.879310344827586,"BOSS",0.422091127056978,NA,-34.0262,114.5464,"20201107","14:08","South-west","BOSS148",145,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","345",0,0,0,0,0,1,0,0,4,0,3,0,65,0,61,0,0,80,0.827586206896552,"BOSS",0.381038794105574,NA,-34.0287,114.5514,"20201107","14:17:40","South-west","BOSS149",146,"",NA,"Special Purpose Zone (Mining Exclusion)",NA,"Fished"
"2020-10_south-west_BOSS","49",0,0,0,0,1,3,0,0,4,0,0,0,73,0,69,0,0,80,0.830188679245283,"BOSS",0.379060024504126,NA,-34.0612,114.7064,"20201108","07:03:31","South-west","BOSS150",130,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","47",0,0,0,0,0,0,0,0,1,0,1,0,80,0,79,0,0,80,0.709090909090909,"BOSS",0.458367767301552,NA,-34.0637,114.7114,"20201108","07:14:14","South-west","BOSS151",127,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","46",0,1,1,0,0,35,0,0,40,0,3,0,62,0,22,0,1,79,2.18181818181818,"BOSS",0.669187154547551,NA,-34.0687,114.7114,"20201108","07:25:59","South-west","BOSS152",125,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","290",0,0,0,0,0,0,0,0,1,0,1,0,73,0,72,0,0,80,0.407407407407407,"BOSS",0.495965554134046,NA,-34.0687,114.7189,"20201108","07:38:01","South-west","BOSS153",124,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","302",0,0,0,0,0,0,0,0,0,0,0,0,62,0,62,0,0,80,0.92156862745098,"BOSS",0.271524382323353,NA,-34.0712,114.7239,"20201108","07:48:30","South-west","BOSS154",122,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","329",0,0,0,0,1,24,0,0,36,0,11,0,59,0,23,0,5,75,2.05084745762712,"BOSS",0.70524460940035,NA,-34.0648,114.7266,"20201108","07:59:37","South-west","BOSS155",118,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","117",0,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,0,80,1,"BOSS",0,NA,-34.0637,114.7389,"20201108","08:11:19","South-west","BOSS156",112,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","113",0,0,0,0,0,0,0,0,0,0,0,0,80,0,80,0,0,80,1,"BOSS",0,NA,-34.0587,114.7389,"20201108","08:21:39","South-west","BOSS157",111,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","115",0,0,0,0,0,2,0,0,2,0,0,0,78,0,76,0,0,80,0.898305084745763,"BOSS",0.356946593814493,NA,-34.0537,114.7364,"20201108","08:31:25","South-west","BOSS158",111,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","4",0,0,36,0,0,0,5,0,56,0,15,0,74,0,18,0,0,80,1.93650793650794,"BOSS",0.592235128573644,NA,-34.0912,114.7814,"20201108","08:57:56","South-west","BOSS159",60,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","5",0,0,12,0,0,2,1,0,21,0,6,0,72,0,51,0,0,80,1.49206349206349,"BOSS",0.877551870960525,NA,-34.0887,114.7764,"20201108","09:07:02","South-west","BOSS160",66,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","1",0,0,13,0,0,14,0,0,42,0,15,0,51,0,9,0,0,80,2.06,"BOSS",0.711709640404637,NA,-34.0787,114.7789,"20201108","09:18:31","South-west","BOSS161",62.6,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","3",0,1,26,0,0,5,2,0,54,0,20,0,60,0,6,0,0,81,2.01639344262295,"BOSS",0.128036879932896,NA,-34.0762,114.7839,"20201108","09:29:21","South-west","BOSS162",61.4,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","335",0,1,25,0,0,0,23,0,57,0,8,0,68,0,11,0,0,80,2.07936507936508,"BOSS",0.747071428583668,NA,-34.0669,114.794,"20201108","09:40:59","South-west","BOSS163",54.9,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","206",0,0,8,0,0,0,2,0,13,0,3,0,79,0,66,0,0,80,1.19354838709677,"BOSS",0.506958454579354,NA,-34.0637,114.7914,"20201108","09:49:23","South-west","BOSS164",58.2,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","204",0,0,2,0,0,2,1,0,10,0,5,0,53,0,43,0,0,80,1.44067796610169,"BOSS",0.534053672902471,NA,-34.0662,114.7864,"20201108","09:59:09","South-west","BOSS165",60.6,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","207",0,0,9,0,0,0,9,0,20,0,2,0,77,0,57,0,0,80,1.61904761904762,"BOSS",0.682230011080158,NA,-34.0612,114.7864,"20201108","10:08:10","South-west","BOSS166",60.2,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","312",0,0,3,0,0,5,0,0,9,0,1,0,79,0,70,0,0,80,1.08474576271186,"BOSS",0.876673485264736,NA,-34.0662,114.7764,"20201108","10:20:56","South-west","BOSS167",65.2,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","334",0,0,0,0,0,3,0,1,5,0,1,0,77,0,72,0,0,80,0.984126984126984,"BOSS",0.581767703670723,NA,-34.0616,114.7754,"20201108","10:29:33","South-west","BOSS168",63,"Yes",NA,"National Park Zone",NA,"No-take"
"2020-10_south-west_BOSS","310",0,2,12,0,2,5,4,0,34,0,9,0,72,0,38,0,1,79,1.58730158730159,"BOSS",0.58571491014416,NA,-34.0587,114.7739,"20201108","10:37:49","South-west","BOSS169",64.1,"Yes",NA,"National Park Zone",NA,"No-take"
