campaignid,sample,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length
2023-03_SwC_stereo-BRUVs,8,No-take,114.838835,-34.090365,Levi Peters,Gidget Mirrabelle,2023-03-18T10:56:29+08:00,NA,NA,47.2,Yes,Yes
2023-03_SwC_stereo-BRUVs,46,No-take,114.83982,-34.09568833,Levi Peters,Gidget Mirrabelle,2023-03-18T11:01:41+08:00,NA,NA,46.3,Yes,Yes
2023-03_SwC_stereo-BRUVs,39,No-take,114.7936983,-34.11577,Levi Peters,Gidget Mirrabelle,2023-03-18T12:44:07+08:00,NA,NA,64.3,Yes,Yes
2023-03_SwC_stereo-BRUVs,31,No-take,114.7880917,-34.11714167,Levi Peters,Gidget Mirrabelle,2023-03-18T12:48:30+08:00,NA,NA,66.1,Yes,Yes
2023-03_SwC_stereo-BRUVs,19,No-take,114.7822167,-34.12047,Gidget Mirrabelle,Levi Peters,2023-03-18T13:01:34+08:00,NA,NA,73.6,Yes,Yes
2023-03_SwC_stereo-BRUVs,47,No-take,114.7804383,-34.11413167,Levi Peters,Gidget Mirrabelle,2023-03-18T13:05:50+08:00,NA,NA,73,Yes,Yes
2023-03_SwC_stereo-BRUVs,22,No-take,114.7779333,-34.110025,Levi Peters,Gidget Mirrabelle,2023-03-18T13:10:35+08:00,NA,NA,78,Yes,Yes
2023-03_SwC_stereo-BRUVs,6,No-take,114.7766617,-34.097395,Levi Peters,Gidget Mirrabelle,2023-03-18T13:17:26+08:00,NA,NA,71.3,Yes,Yes
2023-03_SwC_stereo-BRUVs,7,No-take,114.7854017,-34.09623,Levi Peters,Gidget Mirrabelle,2023-03-18T13:24:27+08:00,NA,NA,62.7,Yes,Yes
2023-03_SwC_stereo-BRUVs,45,No-take,114.7893333,-34.10723,Henry Evans,Sharnae Watson,2023-03-18T13:31:40+08:00,NA,NA,61.9,Yes,Yes
2024-10_SwC_stereo-BRUVs,SWC-BV-017,Fished,114.9055773,-33.95944142,Daniel Agnello,NA,2024-10-23T07:53:26+08:00,South-west Corner,NA,48,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-073,Fished,114.875235,-33.98284833,Daniel Agnello,NA,2024-10-23T08:07:04+08:00,South-west Corner,NA,40.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-004,Fished,114.85819,-33.99687,Daniel Agnello,NA,2024-10-23T08:16:09+08:00,South-west Corner,NA,43.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-132,Fished,114.8179467,-34.00576,Daniel Agnello,NA,2024-10-23T08:29:57+08:00,South-west Corner,NA,47.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-036,Fished,114.811545,-34.00564167,NA,NA,2024-10-23T08:34:25+08:00,South-west Corner,NA,49.9,NA,No
2024-10_SwC_stereo-BRUVs,SWC-BV-088,Fished,114.8185317,-33.99623667,Daniel Agnello,NA,2024-10-23T08:40:15+08:00,South-west Corner,NA,45.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-112,Fished,114.8287233,-33.982125,Daniel Agnello,NA,2024-10-23T08:48:19+08:00,South-west Corner,NA,44.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-124,Fished,114.8088833,-33.981775,Daniel Agnello,NA,2024-10-23T08:56:43+08:00,South-west Corner,NA,49,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-020,Fished,114.8125133,-33.96738667,Daniel Agnello,NA,2024-10-23T09:03:32+08:00,South-west Corner,NA,47.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-076,Fished,114.822585,-33.9628,Daniel Agnello,NA,2024-10-23T09:08:07+08:00,South-west Corner,NA,45.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-008,Fished,114.7563833,-33.96159333,Daniel Agnello,NA,2024-10-23T11:23:54+08:00,South-west Corner,NA,60.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-128,Fished,114.7427333,-33.96126833,Daniel Agnello,NA,2024-10-23T11:29:13+08:00,South-west Corner,NA,78.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-092,Fished,114.746405,-33.96636167,Daniel Agnello,NA,2024-10-23T11:34:21+08:00,South-west Corner,NA,69.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-040,Fished,114.7526717,-33.96620667,Daniel Agnello,NA,2024-10-23T11:37:40+08:00,South-west Corner,NA,60.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-116,Fished,114.76603,-33.96647833,Daniel Agnello,NA,2024-10-23T11:43:04+08:00,South-west Corner,NA,60.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-136,Fished,114.74587,-33.97577667,Daniel Agnello,NA,2024-10-23T11:52:13+08:00,South-west Corner,NA,71.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-156,Fished,114.7592433,-33.976115,Ryan Simms,NA,2024-10-23T11:57:19+08:00,South-west Corner,NA,61.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-104,Fished,114.74579,-33.98542833,Ryan Simms,NA,2024-10-23T12:05:28+08:00,South-west Corner,NA,72.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-056,Fished,114.752532,-33.98543542,Ryan Simms,NA,2024-10-23T12:08:36+08:00,South-west Corner,NA,63.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-024,Fished,114.7789667,-33.985825,Ryan Simms,NA,2024-10-23T12:17:08+08:00,South-west Corner,NA,54.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-052,Fished,114.7619417,-33.99987667,Ryan Simms,NA,2024-10-23T13:45:14+08:00,South-west Corner,NA,63.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-144,Fished,114.7519883,-34.00449167,Ryan Simms,NA,2024-10-23T13:51:10+08:00,South-west Corner,NA,69,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-068,Fished,114.7485533,-34.00923,Ryan Simms,NA,2024-10-23T13:54:47+08:00,South-west Corner,NA,81.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-100,Fished,114.7613367,-34.01904333,Ryan Simms,NA,2024-10-23T14:00:52+08:00,South-west Corner,NA,64.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-176,Fished,114.7715483,-34.01449167,Ryan Simms,NA,2024-10-23T14:05:47+08:00,South-west Corner,NA,60.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IO338,Fished,114.9225317,-33.97207333,Ryan Simms,NA,2024-10-24T10:22:10+08:00,South-west Corner,NA,47.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-121,Fished,114.8919767,-33.98774333,Ryan Simms,NA,2024-10-24T10:34:27+08:00,South-west Corner,NA,42.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-001,Fished,114.8979083,-33.99735667,Ryan Simms,NA,2024-10-24T10:41:26+08:00,South-west Corner,NA,46.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-033,Fished,114.8877711,-34.01185225,Ryan Simms,NA,2024-10-24T10:48:49+08:00,South-west Corner,NA,44.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-109,Fished,114.9241333,-34.00771333,Ryan Simms,NA,2024-10-24T11:00:05+08:00,South-west Corner,NA,47.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-129,Fished,114.9204189,-34.03160775,NA,NA,2024-10-24T11:09:59+08:00,South-west Corner,NA,47.7,NA,No
2024-10_SwC_stereo-BRUVs,SWC-BV-097,No-take,114.923055,-34.05523833,Ryan Simms,NA,2024-10-24T11:19:33+08:00,South-west Corner,NA,48.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IO355,No-take,114.91129,-34.054775,Ryan Simms,NA,2024-10-24T11:28:22+08:00,South-west Corner,NA,46.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-049,No-take,114.9034717,-34.05513667,Ryan Simms,NA,2024-10-24T11:31:43+08:00,South-west Corner,NA,43.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IOC05,No-take,114.90003,-34.05391833,Ryan Simms,NA,2024-10-24T11:33:49+08:00,South-west Corner,NA,43.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IOC06,Fished,114.8763836,-34.04883301,Ryan Simms,NA,2024-10-24T13:45:34+08:00,South-west Corner,NA,43,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-173,No-take,114.8664083,-34.06897333,Ryan Simms,NA,2024-10-24T13:55:28+08:00,South-west Corner,NA,41,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IO354,No-take,114.83994,-34.06582833,Ryan Simms,NA,2024-10-24T14:03:50+08:00,South-west Corner,NA,43.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-168,No-take,114.836445,-34.07312241,Ryan Simms,NA,2024-10-24T14:08:05+08:00,South-west Corner,NA,44.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-048,No-take,114.836235,-34.08258667,Ryan Simms,NA,2024-10-24T14:12:38+08:00,South-west Corner,NA,44.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-180,No-take,114.809755,-34.08199333,Ryan Simms,NA,2024-10-24T14:23:13+08:00,South-west Corner,NA,50.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-152,No-take,114.7935567,-34.06753333,Ryan Simms,NA,2024-10-24T14:30:57+08:00,South-west Corner,NA,56,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-064,No-take,114.8036317,-34.05331167,Ryan Simms,NA,2024-10-24T14:37:22+08:00,South-west Corner,NA,51.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-096,No-take,114.8302283,-34.05368667,Ryan Simms,NA,2024-10-24T14:45:47+08:00,South-west Corner,NA,47.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-IO353,No-take,114.8391217,-34.054515,Ryan Simms,NA,2024-10-24T14:51:51+08:00,South-west Corner,NA,44.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-172,Fished,114.7978633,-34.02439167,Annika Leunig,NA,2024-10-25T07:04:58+08:00,South-west Corner,NA,51.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-108,Fished,114.76801,-34.028725,Annika Leunig,NA,2024-10-25T07:15:36+08:00,South-west Corner,NA,60.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-012,Fished,114.725205,-34.01370833,Annika Leunig,NA,2024-10-25T07:29:29+08:00,South-west Corner,NA,114,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-120,Fished,114.7210417,-34.03763833,Zach Howman,NA,2024-10-25T07:48:09+08:00,South-west Corner,NA,118.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-032,Fished,114.7410483,-34.03795,Annika Leunig,NA,2024-10-25T07:55:56+08:00,South-west Corner,NA,100.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-060,Fished,114.7544,-34.03820667,Annika Leunig,NA,2024-10-25T08:01:35+08:00,South-west Corner,NA,80.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-016,Fished,114.7575743,-34.0428391,Annika Leunig,NA,2024-10-25T08:06:29+08:00,South-west Corner,NA,79.6,Yes,No
2024-10_SwC_stereo-BRUVs,SWC-BV-084,No-take,114.75046,-34.05230833,Annika Leunig,NA,2024-10-25T08:13:00+08:00,South-west Corner,NA,92.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-072,No-take,114.7707217,-34.05273833,Annika Leunig,NA,2024-10-25T08:20:21+08:00,South-west Corner,NA,66.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-148,Fished,114.7742483,-34.038525,Annika Leunig,NA,2024-10-25T08:26:55+08:00,South-west Corner,NA,59,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-160,No-take,114.7637167,-34.06217,Annika Leunig,NA,2024-10-25T10:11:13+08:00,South-west Corner,NA,77.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-164,No-take,114.7701183,-34.06213,Annika Leunig,NA,2024-10-25T10:14:27+08:00,South-west Corner,NA,70.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-028,No-take,114.7735358,-34.06717104,Annika Leunig,NA,2024-10-25T10:19:08+08:00,South-west Corner,NA,65,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-080,No-take,114.7767083,-34.071875,Annika Leunig,NA,2024-10-25T10:22:22+08:00,South-west Corner,NA,63.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-044,No-take,114.7764283,-34.08135167,Annika Leunig,NA,2024-10-25T10:27:49+08:00,South-west Corner,NA,65,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-140,No-take,114.76973,-34.08125833,Annika Leunig,NA,2024-10-25T10:31:40+08:00,South-west Corner,NA,80.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-098,No-take,114.7762167,-34.09092667,NA,NA,2024-10-25T10:37:23+08:00,South-west Corner,NA,69.9,NA,No
2024-10_SwC_stereo-BRUVs,SWC-BV-174,No-take,114.7793433,-34.09577333,Annika Leunig,NA,2024-10-25T10:41:24+08:00,South-west Corner,NA,66.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-050,No-take,114.7760067,-34.10048,Annika Leunig,NA,2024-10-25T10:45:56+08:00,South-west Corner,NA,75.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-022,No-take,114.7463791,-34.09500761,Annika Leunig,NA,2024-10-25T10:58:00+08:00,South-west Corner,NA,114,No,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-114,No-take,114.7855317,-34.115205,Annika Leunig,NA,2024-10-25T12:35:35+08:00,South-west Corner,NA,63.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-006,No-take,114.76199,-34.11949667,Annika Leunig,NA,2024-10-25T12:45:24+08:00,South-west Corner,NA,105,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-154,No-take,114.78209,-34.12004333,Annika Leunig,NA,2024-10-25T12:52:42+08:00,South-west Corner,NA,72.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-117,No-take,114.7886383,-34.12011,Annika Leunig,NA,2024-10-25T12:56:34+08:00,South-west Corner,NA,62.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-029,No-take,114.791825,-34.12493,Annika Leunig,NA,2024-10-25T13:01:04+08:00,South-west Corner,NA,62.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-081,No-take,114.79502,-34.12974333,Annika Leunig,NA,2024-10-25T13:05:48+08:00,South-west Corner,NA,64,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-093,No-take,114.8013983,-34.13933,NA,NA,2024-10-25T13:12:45+08:00,South-west Corner,NA,60,NA,No
2024-10_SwC_stereo-BRUVs,SWC-BV-169,No-take,114.7948133,-34.13922,Annika Leunig,NA,2024-10-25T13:17:13+08:00,South-west Corner,NA,62.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-045,No-take,114.7881283,-34.13914,Annika Leunig,NA,2024-10-25T13:22:29+08:00,South-west Corner,NA,71.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-002,No-take,114.784965,-34.13439333,Annika Leunig,NA,2024-10-25T13:27:04+08:00,South-west Corner,NA,74.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-005,No-take,114.8658917,-34.08801833,Zach Howman,NA,2024-10-26T07:20:41+08:00,South-west Corner,NA,42,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-139,No-take,114.859045,-34.09752167,Zach Howman,NA,2024-10-26T07:27:34+08:00,South-west Corner,NA,43,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-105,No-take,114.8426623,-34.09211548,Zach Howman,NA,2024-10-26T07:36:00+08:00,South-west Corner,NA,44.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-057,No-take,114.8290183,-34.10162833,Zach Howman,NA,2024-10-26T07:44:19+08:00,South-west Corner,NA,48.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-069,No-take,114.8092355,-34.10119524,Zach Howman,NA,2024-10-26T07:53:10+08:00,South-west Corner,NA,51.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-145,No-take,114.8318733,-34.11601833,Zach Howman,NA,2024-10-26T08:04:35+08:00,South-west Corner,NA,47.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-013,No-take,114.8386383,-34.11619167,Zach Howman,NA,2024-10-26T08:08:51+08:00,South-west Corner,NA,46.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-161,No-take,114.8383867,-34.12578333,Zach Howman,NA,2024-10-26T08:15:49+08:00,South-west Corner,NA,45.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-107,No-take,114.8746383,-34.13110667,Zach Howman,NA,2024-10-26T08:30:15+08:00,South-west Corner,NA,41.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-059,No-take,114.8619617,-34.11187,Zach Howman,NA,2024-10-26T08:39:58+08:00,South-west Corner,NA,43,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-149,No-take,114.8112867,-34.14441,Annika Leunig,NA,2024-10-26T10:38:28+08:00,South-west Corner,NA,57.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-034,No-take,114.7849083,-34.14379,Annika Leunig,NA,2024-10-26T10:48:47+08:00,South-west Corner,NA,85,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-122,No-take,114.781565,-34.13914667,Annika Leunig,NA,2024-10-26T10:53:15+08:00,South-west Corner,NA,88.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-018,No-take,114.7715717,-34.14374167,Annika Leunig,NA,2024-10-26T11:01:25+08:00,South-west Corner,NA,101.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-074,No-take,114.7681683,-34.138775,Annika Leunig,NA,2024-10-26T11:05:53+08:00,South-west Corner,NA,104.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-110,No-take,114.7615033,-34.148305,Annika Leunig,NA,2024-10-26T11:13:44+08:00,South-west Corner,NA,116.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-086,Fished,114.7778083,-34.153395,Annika Leunig,NA,2024-10-26T11:21:18+08:00,South-west Corner,NA,96.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-130,Fished,114.7845667,-34.15353833,Annika Leunig,NA,2024-10-26T11:25:21+08:00,South-west Corner,NA,89.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-165,Fished,114.7911592,-34.15358167,Annika Leunig,NA,2024-10-26T11:29:39+08:00,South-west Corner,NA,74.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-061,Fished,114.7980033,-34.15367333,Annika Leunig,NA,2024-10-26T11:33:57+08:00,South-west Corner,NA,66,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-177,Fished,114.81106,-34.15396833,Annika Leunig,NA,2024-10-26T13:07:58+08:00,South-west Corner,NA,60.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-137,No-take,114.834475,-34.14965,Annika Leunig,NA,2024-10-26T13:18:36+08:00,South-west Corner,NA,59.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-041,Fished,114.83103,-34.15431333,Annika Leunig,NA,2024-10-26T13:23:51+08:00,South-west Corner,NA,49,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-162,Fished,114.8340933,-34.159225,Bri Beaulieu,NA,2024-10-26T13:28:55+08:00,South-west Corner,NA,50.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-078,Fished,114.8209965,-34.15878181,Bri Beaulieu,NA,2024-10-26T13:36:17+08:00,South-west Corner,NA,53.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-106,Fished,114.8009217,-34.15857167,Bri Beaulieu,NA,2024-10-26T13:43:48+08:00,South-west Corner,NA,67.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-090,Fished,114.7810017,-34.15824167,Bri Beaulieu,NA,2024-10-26T13:52:49+08:00,South-west Corner,NA,93.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-134,Fished,114.7775767,-34.16296667,Bri Beaulieu,NA,2024-10-26T13:57:41+08:00,South-west Corner,NA,101.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-146,Fished,114.7906533,-34.17275167,Bri Beaulieu,NA,2024-10-26T14:05:21+08:00,South-west Corner,NA,87.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-070,Fished,114.8071133,-34.17786,Bri Beaulieu,NA,2024-10-26T14:13:04+08:00,South-west Corner,NA,67,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-042,Fished,114.8235467,-34.18291833,Bri Beaulieu,NA,2024-10-27T06:52:16+08:00,South-west Corner,NA,57.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-118,Fished,114.8135683,-34.187575,Bri Beaulieu,NA,2024-10-27T06:58:32+08:00,South-west Corner,NA,63.3,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-030,Fished,114.810265,-34.182635,Bri Beaulieu,NA,2024-10-27T07:01:12+08:00,South-west Corner,NA,63.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-014,Fished,114.7934633,-34.18716833,Bri Beaulieu,NA,2024-10-27T07:10:27+08:00,South-west Corner,NA,90.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-166,Fished,114.7902183,-34.19190667,Bri Beaulieu,NA,2024-10-27T07:14:45+08:00,South-west Corner,NA,96.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-126,Fished,114.7835175,-34.19171463,Bri Beaulieu,NA,2024-10-27T07:19:32+08:00,South-west Corner,NA,106,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-038,Fished,114.7799833,-34.19646833,Bri Beaulieu,NA,2024-10-27T07:24:23+08:00,South-west Corner,NA,113,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-082,Fished,114.7868367,-34.19669667,Bri Beaulieu,NA,2024-10-27T07:28:57+08:00,South-west Corner,NA,104,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-170,Fished,114.8065533,-34.19694333,Bri Beaulieu,NA,2024-10-27T07:38:19+08:00,South-west Corner,NA,70.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-062,Fished,114.8132817,-34.19715833,Bri Beaulieu,NA,2024-10-27T07:41:49+08:00,South-west Corner,NA,68.7,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-054,Fished,114.82662,-34.19735,Bri Beaulieu,NA,2024-10-27T09:01:52+08:00,South-west Corner,NA,59,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-066,Fished,114.819665,-34.206875,Bri Beaulieu,NA,2024-10-27T09:07:47+08:00,South-west Corner,NA,62.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-094,Fished,114.8031433,-34.20173833,Bri Beaulieu,NA,2024-10-27T09:14:40+08:00,South-west Corner,NA,81.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-046,Fished,114.796545,-34.20156833,Bri Beaulieu,NA,2024-10-27T09:18:49+08:00,South-west Corner,NA,91.1,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-150,Fished,114.79323,-34.20614953,Bri Beaulieu,NA,2024-10-27T09:23:38+08:00,South-west Corner,NA,97.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-111,Fished,114.80297,-34.21125,Bri Beaulieu,NA,2024-10-27T09:28:48+08:00,South-west Corner,NA,86.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-178,Fished,114.7960917,-34.22075167,Bri Beaulieu,NA,2024-10-27T09:35:13+08:00,South-west Corner,NA,99.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-003,Fished,114.8027517,-34.220725,Bri Beaulieu,NA,2024-10-27T09:39:03+08:00,South-west Corner,NA,89,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-158,Fished,114.829665,-34.21168667,Bri Beaulieu,NA,2024-10-27T09:49:32+08:00,South-west Corner,NA,63.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-026,Fished,114.83298,-34.20704833,Bri Beaulieu,NA,2024-10-27T09:55:31+08:00,South-west Corner,NA,58,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-102,Fished,114.8363983,-34.20214833,Ryan Simms,NA,2024-10-27T11:14:49+08:00,South-west Corner,NA,52.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-142,Fished,114.83673,-34.19262667,Ryan Simms,NA,2024-10-27T11:19:17+08:00,South-west Corner,NA,51.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-010,Fished,114.8466467,-34.19782,Ryan Simms,NA,2024-10-27T11:25:22+08:00,South-west Corner,NA,50,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-047,Fished,114.88239,-34.22222167,Bri Beaulieu,NA,2024-10-27T11:41:19+08:00,South-west Corner,NA,47.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-071,Fished,114.9192267,-34.21803167,Annika Leunig,NA,2024-10-27T11:54:17+08:00,South-west Corner,NA,44.5,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-179,Fished,114.9259183,-34.20864833,Annika Leunig,NA,2024-10-27T11:59:49+08:00,South-west Corner,NA,45,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-151,Fished,114.9361142,-34.2039457,Annika Leunig,NA,2024-10-27T12:05:31+08:00,South-west Corner,NA,46.4,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-015,Fished,114.9231417,-34.19424167,Annika Leunig,NA,2024-10-27T12:11:53+08:00,South-west Corner,NA,42.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-119,Fished,114.9235933,-34.17514833,Zach Howman,NA,2024-10-27T12:24:01+08:00,South-west Corner,NA,45.6,NA,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-167,Fished,114.88307,-34.20302333,Zach Howman,NA,2024-10-27T12:41:01+08:00,South-west Corner,NA,46.2,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-138,Fished,114.8239467,-34.17347333,Daniel Agnello,NA,2024-10-27T14:45:01+08:00,South-west Corner,NA,54.6,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-058,Fished,114.8370683,-34.17372667,Daniel Agnello,NA,2024-10-27T14:49:58+08:00,South-west Corner,NA,50.9,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-083,Fished,114.8806267,-34.16949667,Daniel Agnello,NA,2024-10-27T15:02:21+08:00,South-west Corner,NA,43.8,Yes,NA
2024-10_SwC_stereo-BRUVs,SWC-BV-031,Fished,114.8771767,-34.16478833,Daniel Agnello,NA,2024-10-27T15:05:28+08:00,South-west Corner,NA,43.9,Yes,NA
